##################################################
# Full Model Training Loss (MSE): 0.7096748362219427
# Ensemble Min. Prediction: -0.4071945
# Ensemble Max. Prediction: 4.665909
##################################################
# Membership Attack:
# pos: 319 sampled 1000 times from 638
# neg: 319
##################################################
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
0.001000	6.269592	0.000000	0.000000	0.500000	0.000000	0.000000	-0.000000
